id,incident_number,campus_id,reported_datetime,occurred_start,occurred_end,nature_of_incident,location,created_at,date,year,month,month_name,hour,day_of_week,is_weekend,time_bucket
373,26UP00578,1,02/05/2026 01:20 AM,2026-02-04 23:00:00,02/05/2026 02:38 AM,Student reported a concern for another student,BEAVER HALL,2026-02-18 21:43:32,2026-02-04,2026,2,February,23,Wednesday,False,Late Night
375,PSHI-2026-02-I-133423,2,02/05/2026 12:34 AM,2026-02-04 23:45:00,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital - 6 - Acute Care > HMC - Main Hospital - 6 - Acute Care,2026-02-18 21:43:32,2026-02-04,2026,2,February,23,Wednesday,False,Late Night
376,26UP00577,1,02/05/2026 12:27 AM,2026-02-05 00:27:00,02/05/2026 01:00 AM,Underage student observed highly intoxicated,PENNYPACKER HALL,2026-02-18 21:43:32,2026-02-05,2026,2,February,0,Thursday,False,Late Night
377,26HB00054,13,02/04/2026 10:45 PM,2026-02-04 22:45:00,02/05/2026 12:10 AM,Student requested assistance with a civil matter,MAHANOY HOUSE,2026-02-18 21:43:32,2026-02-04,2026,2,February,22,Wednesday,False,Late Night
378,26AB00044,2,02/04/2026 10:15 PM,2026-02-04 22:15:00,02/04/2026 11:50 PM,Employee reported a concerning odor/gas leak,LARES BUILDING,2026-02-18 21:43:32,2026-02-04,2026,2,February,22,Wednesday,False,Late Night
379,26AB00043,2,02/04/2026 09:47 PM,2026-02-04 21:47:00,02/04/2026 10:01 PM,Employee reported a fire alarm activation,LIONS GATE AT PENN STATE ABINGTON,2026-02-18 21:43:32,2026-02-04,2026,2,February,21,Wednesday,False,Evening
380,26UP00574,1,02/04/2026 08:19 PM,2026-02-04 20:19:00,02/04/2026 08:56 PM,Employee reported damage to University property,STUART HALL,2026-02-18 21:43:32,2026-02-04,2026,2,February,20,Wednesday,False,Evening
381,26WS00005,22,02/04/2026 07:34 PM,2026-02-04 19:30:00,,Employee reported a two vehicle crash with no injuries,RIDGE VIEW DR,2026-02-18 21:43:32,2026-02-04,2026,2,February,19,Wednesday,False,Evening
382,26AB00042,2,02/04/2026 07:12 PM,2026-02-04 19:12:00,02/04/2026 07:25 PM,Employee reported a fire alarm activation,LIONS GATE AT PENN STATE ABINGTON,2026-02-18 21:43:32,2026-02-04,2026,2,February,19,Wednesday,False,Evening
383,PSHI-2026-02-I-133415,2,02/04/2026 04:49 PM,2026-02-04 14:50:00,,Property related matter.,Hershey - Dispatched To: HMC - Parking Lot - Lot J > HMC - Parking Lot - Lot J,2026-02-18 21:43:32,2026-02-04,2026,2,February,14,Wednesday,False,Afternoon
384,26BK00025,4,02/04/2026 04:40 PM,2026-02-04 13:00:00,02/04/2026 03:00 PM,Student reported being harassed,LUERSSEN SCIENCE BUILDING,2026-02-18 21:43:32,2026-02-04,2026,2,February,13,Wednesday,False,Afternoon
385,26UP00572,1,02/04/2026 04:04 PM,2025-08-30 12:00:00,08/30/2025 06:00 PM,Student reported they were indecently assaulted by a known person at a University Building,BEAVER STADIUM,2026-02-18 21:43:32,2025-08-30,2025,8,August,12,Saturday,True,Afternoon
386,26UP00571,1,02/04/2026 03:53 PM,2026-02-04 15:53:00,02/04/2026 03:59 PM,Employee requested assistance with a civil matter,HUB PARKING DECK,2026-02-18 21:43:32,2026-02-04,2026,2,February,15,Wednesday,False,Afternoon
387,PSHI-2026-02-I-133413,2,02/04/2026 03:45 PM,2026-02-04 15:10:00,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HPD - Emergency Department > HPD - Emergency Department,2026-02-18 21:43:32,2026-02-04,2026,2,February,15,Wednesday,False,Afternoon
388,PSHI-2026-02-I-133411,2,02/04/2026 02:45 PM,2026-02-04 13:53:00,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32,2026-02-04,2026,2,February,13,Wednesday,False,Afternoon
389,26HB00053,13,02/04/2026 02:26 PM,2026-02-04 14:26:00,,Student reported a two vehicle crash with no injuries,1ST ST & OLMSTEAD DR,2026-02-18 21:43:32,2026-02-04,2026,2,February,14,Wednesday,False,Afternoon
390,26BK00024,4,02/04/2026 01:47 PM,2026-02-04 13:47:00,02/04/2026 02:05 PM,Employee reported a parking concern,FACULTY STAFF VISITOR LOT B1 - BERKS,2026-02-18 21:43:32,2026-02-04,2026,2,February,13,Wednesday,False,Afternoon
391,26AB00041,2,02/04/2026 01:43 PM,2026-02-04 13:43:00,02/04/2026 02:17 PM,Employee reported a parking concern,LOT G - ABINGTON,2026-02-18 21:43:32,2026-02-04,2026,2,February,13,Wednesday,False,Afternoon
392,PSHI-2026-02-I-133409,2,02/04/2026 01:21 PM,2026-02-04 12:15:00,,Patient punched security officer.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32,2026-02-04,2026,2,February,12,Wednesday,False,Afternoon
393,PSHI-2026-02-I-133408,2,02/04/2026 12:59 PM,2026-02-04 12:46:00,,Visitor match to the sex offender registry.,Hershey - Dispatched To: HMC - Children's Hospital - 1 - Children's Hospital Main Information Desk > HMC - Children's Hospital - 1 - Children's Hospital Main Information Desk,2026-02-18 21:43:32,2026-02-04,2026,2,February,12,Wednesday,False,Afternoon
394,26WS00004,22,02/04/2026 12:34 PM,2026-02-04 12:30:00,02/04/2026 01:06 PM,Assisted the ambulance with a medical emergency,STUDENT STUDY - LEARNING CENTER,2026-02-18 21:43:32,2026-02-04,2026,2,February,12,Wednesday,False,Afternoon
395,26UP00570,1,02/04/2026 11:30 AM,2026-02-04 11:30:00,02/04/2026 01:59 PM,Assisted the ambulance with a medical emergency,RESEARCH DR,2026-02-18 21:43:32,2026-02-04,2026,2,February,11,Wednesday,False,Morning
396,26UP00569,1,02/04/2026 11:23 AM,2026-02-04 11:23:00,02/04/2026 12:55 PM,Assisted an outside law enforcement agency with an investigation,E PARK AVE & HOSPITAL DR,2026-02-18 21:43:32,2026-02-04,2026,2,February,11,Wednesday,False,Morning
397,26UP00568,1,02/04/2026 11:18 AM,2026-02-04 09:40:00,02/04/2026 11:20 AM,Student reported a hit and run vehicle crash,NITTANY PARKING,2026-02-18 21:43:32,2026-02-04,2026,2,February,9,Wednesday,False,Morning
398,26AL00058,3,02/04/2026 11:07 AM,2026-02-04 11:07:00,02/04/2026 11:18 AM,Employee reported an alarm activation,SLEP STUDENT CENTER,2026-02-18 21:43:32,2026-02-04,2026,2,February,11,Wednesday,False,Morning
399,26UP00567,1,02/04/2026 10:56 AM,2026-02-04 10:41:00,,Employee reported theft of services,EAST PARKING DECK,2026-02-18 21:43:32,2026-02-04,2026,2,February,10,Wednesday,False,Morning
400,PSHI-2026-02-I-133403,2,02/04/2026 09:27 AM,2026-02-04 07:52:00,,Vehicle incident.,Hershey - Dispatched To: HMC - 30 Hope Drive > HMC - 30 Hope Drive,2026-02-18 21:43:32,2026-02-04,2026,2,February,7,Wednesday,False,Morning
401,26BW00022,7,02/04/2026 09:20 AM,2026-02-04 09:20:00,02/04/2026 09:25 AM,Employee reported unsafe conditions,VAIRO PARKING LOT - BRANDYWINE,2026-02-18 21:43:32,2026-02-04,2026,2,February,9,Wednesday,False,Morning
402,26ER00042,5,02/04/2026 08:28 AM,2026-02-04 08:28:00,,Employee reported suspicious activity,COLLEGE DR,2026-02-18 21:43:32,2026-02-04,2026,2,February,8,Wednesday,False,Morning
403,26BW00021,7,02/04/2026 03:11 AM,2026-02-04 03:11:00,02/04/2026 03:52 AM,Student requested assistance with a civil matter,ORCHARD HALL,2026-02-18 21:43:32,2026-02-04,2026,2,February,3,Wednesday,False,Late Night
404,PSHI-2026-02-I-133394,2,02/04/2026 01:26 AM,2026-02-04 00:47:00,,Assisted clinical staff with agitated visitor,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32,2026-02-04,2026,2,February,0,Wednesday,False,Late Night
405,PSHI-2026-02-I-133393,2,02/04/2026 01:21 AM,2026-02-04 00:23:00,,Assisted clinical staff with an agitated patient.,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-18 21:43:32,2026-02-04,2026,2,February,0,Wednesday,False,Late Night
406,PSHI-2026-02-I-133392,2,02/04/2026 01:13 AM,2026-02-03 22:25:00,,Assisted clinical staff with an agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32,2026-02-03,2026,2,February,22,Tuesday,False,Late Night
407,26HB00052,13,02/03/2026 11:40 PM,2026-02-03 23:45:00,02/03/2026 11:59 PM,Assisted an outside law enforcement agency with an investigation,E HIGH ST,2026-02-18 21:43:32,2026-02-03,2026,2,February,23,Tuesday,False,Late Night
408,PSHI-2026-02-I-133389,2,02/03/2026 11:34 PM,2026-02-02 21:05:00,,Assisted clinical staff with a patient stand-by.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32,2026-02-02,2026,2,February,21,Monday,False,Evening
409,26BW00020,7,02/03/2026 11:19 PM,2026-02-03 23:19:00,02/03/2026 11:30 PM,Employee reported an intrusion alarm activation,MAIN BUILDING,2026-02-18 21:43:32,2026-02-03,2026,2,February,23,Tuesday,False,Late Night
410,26AL00057,3,02/03/2026 08:45 PM,2026-02-03 20:45:00,02/03/2026 09:10 PM,Assisted the ambulance with a medical emergency,CEDAR HALL,2026-02-18 21:43:32,2026-02-03,2026,2,February,20,Tuesday,False,Evening
411,26UP00564,1,02/03/2026 08:36 PM,2026-02-03 20:36:00,02/03/2026 11:08 PM,Assisted an outside law enforcement agency with an investigation,KIRKBRIDE DR,2026-02-18 21:43:32,2026-02-03,2026,2,February,20,Tuesday,False,Evening
412,PSHI-2026-02-I-133383,2,02/03/2026 08:04 PM,2026-02-03 18:37:00,,Assisted clinical staff with agitated patient.,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-18 21:43:32,2026-02-03,2026,2,February,18,Tuesday,False,Evening
413,PSHI-2026-02-I-133382,2,02/03/2026 07:45 PM,2026-02-03 18:40:00,,Assisted clinical staff with an agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32,2026-02-03,2026,2,February,18,Tuesday,False,Evening
414,26BK00023,4,02/03/2026 05:49 PM,2026-01-28 00:00:00,02/03/2026 05:49 PM,Student reported being harassed,AMBER HALL,2026-02-18 21:43:32,2026-01-28,2026,1,January,0,Wednesday,False,Late Night
415,26BW00024,7,02/03/2026 05:00 PM,2026-02-03 17:00:00,02/03/2026 05:15 PM,Assisted an outside law enforcement agency with an investigation,COMMONS & ATHLETIC CENTER,2026-02-18 21:43:32,2026-02-03,2026,2,February,17,Tuesday,False,Evening
416,26BW00019,7,02/03/2026 04:44 PM,2026-01-12 00:00:00,02/03/2026 06:32 PM,Student reported being harassed,MAIN BUILDING,2026-02-18 21:43:32,2026-01-12,2026,1,January,0,Monday,False,Late Night
417,PSHI-2026-02-I-133377,2,02/03/2026 04:34 PM,2026-02-03 13:12:00,,Release/return of personal property to patient.,Hershey - Dispatched To: HMC - Emergency Department - 1 - Emergency Department > HMC - Emergency Department - 1 - Emergency Department,2026-02-18 21:43:32,2026-02-03,2026,2,February,13,Tuesday,False,Afternoon
418,26SL00013,19,02/03/2026 04:11 PM,2026-02-03 16:07:00,02/03/2026 05:30 PM,Assisted an outside law enforcement agency with an investigation,PA-61,2026-02-18 21:43:32,2026-02-03,2026,2,February,16,Tuesday,False,Afternoon
419,26UP00563,1,02/03/2026 03:46 PM,2025-12-23 16:00:00,01/21/2026 04:00 PM,Student reported the theft of University property,HAMMOND BLDG,2026-02-18 21:43:32,2025-12-23,2025,12,December,16,Tuesday,False,Afternoon
420,26UP00562,1,02/03/2026 03:44 PM,2026-02-03 15:44:00,02/03/2026 04:23 PM,Student reported damage to personal property,GRUBB HALL,2026-02-18 21:43:32,2026-02-03,2026,2,February,15,Tuesday,False,Afternoon
421,26BK00022,4,02/03/2026 03:09 PM,2026-02-03 15:09:00,02/03/2026 04:20 PM,Assisted an outside law enforcement agency with an investigation,PA-12 & US-422,2026-02-18 21:43:32,2026-02-03,2026,2,February,15,Tuesday,False,Afternoon
422,26AL00056,3,02/03/2026 02:49 PM,2026-02-03 14:49:00,02/03/2026 03:20 PM,Employee reported a two vehicle crash with no injuries,MAPLE HALL LOT,2026-02-18 21:43:32,2026-02-03,2026,2,February,14,Tuesday,False,Afternoon
423,26UP00559,1,02/03/2026 02:31 PM,2026-02-02 14:15:00,02/02/2026 02:20 PM,Student reported a hit and run vehicle crash,HUB ROBESON CULTURAL CENTER,2026-02-18 21:43:32,2026-02-02,2026,2,February,14,Monday,False,Afternoon
424,26UP00561,1,02/03/2026 02:12 PM,2026-01-28 08:12:00,02/03/2026 02:52 PM,Employee reported unauthorized/fraudulent activity on a University account,HUB ROBESON CULTURAL CENTER,2026-02-18 21:43:32,2026-01-28,2026,1,January,8,Wednesday,False,Morning
425,PSHI-2026-02-I-133374,2,02/03/2026 02:03 PM,2026-02-03 12:31:00,,Vehicle incident.,Hershey - Dispatched To: HMC - Parking Lot - Lot G > HMC - Parking Lot - Lot G,2026-02-18 21:43:32,2026-02-03,2026,2,February,12,Tuesday,False,Afternoon
426,PSHI-2026-02-I-133373,2,02/03/2026 02:01 PM,2026-02-03 13:45:00,,Assisted clinical staff with a patient stand-by.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32,2026-02-03,2026,2,February,13,Tuesday,False,Afternoon
427,26AL00055,3,02/03/2026 01:27 PM,2026-02-03 13:27:00,02/03/2026 02:00 PM,Employee reported an alarm activation,CEDAR HALL,2026-02-18 21:43:32,2026-02-03,2026,2,February,13,Tuesday,False,Afternoon
428,26UP00557,1,02/03/2026 01:06 PM,2026-01-29 14:49:00,,Assisted an employee with an administrative matter,UNIVERSITY SUPPORT BLDG I,2026-02-18 21:43:32,2026-01-29,2026,1,January,14,Thursday,False,Afternoon
429,26UP00555,1,02/03/2026 12:17 PM,2026-02-02 04:00:00,02/03/2026 12:42 PM,Employee reported being harassed,MUELLER LAB,2026-02-18 21:43:32,2026-02-02,2026,2,February,4,Monday,False,Late Night
430,26UP00556,1,02/03/2026 12:11 PM,2026-02-03 12:11:00,02/03/2026 01:08 PM,Visitor reported a University policy violation,WILLARD BLDG,2026-02-18 21:43:32,2026-02-03,2026,2,February,12,Tuesday,False,Afternoon
431,PSHI-2026-02-I-133367,2,02/03/2026 12:05 PM,2026-02-03 12:04:00,,Dismissal letter.,Hershey - Reported Location: HMC Off-Site - PSMG - Cocoa Outpatient Center - PSMG,2026-02-18 21:43:32,2026-02-03,2026,2,February,12,Tuesday,False,Afternoon
432,26GV00001,12,02/03/2026 11:49 AM,2026-01-29 00:00:00,,Visitor observed urinating in public,GREAT VALLEY GRADUATE CENTER,2026-02-18 21:43:32,2026-01-29,2026,1,January,0,Thursday,False,Late Night
433,PSHI-2026-02-I-133366,2,02/03/2026 11:32 AM,2026-02-03 11:04:00,,Assisted clinical staff with an agitated patient.,Hershey - Dispatched To: HMC - Main Hospital - 6 - MIMCU > HMC - Main Hospital - 6 - MIMCU,2026-02-18 21:43:32,2026-02-03,2026,2,February,11,Tuesday,False,Morning
434,26AL00054,3,02/03/2026 11:09 AM,2026-02-03 11:09:00,02/03/2026 12:16 PM,Student reported a hit and run vehicle crash,IVY LOT - GIV - ALTOONA,2026-02-18 21:43:32,2026-02-03,2026,2,February,11,Tuesday,False,Morning
435,26SL00012,19,02/03/2026 10:53 AM,2026-02-03 10:53:00,02/03/2026 11:20 AM,Assisted an outside law enforcement agency with an investigation,W MAIN ST,2026-02-18 21:43:32,2026-02-03,2026,2,February,10,Tuesday,False,Morning
436,26UP00552,1,02/03/2026 09:11 AM,2026-02-02 20:00:00,02/02/2026 09:00 PM,Student requested assistance with an administrative matter,WARTIK LAB,2026-02-18 21:43:32,2026-02-02,2026,2,February,20,Monday,False,Evening
437,PSHI-2026-02-I-133362,2,02/03/2026 09:02 AM,2026-02-03 08:45:00,,Assisted clinical staff with an agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32,2026-02-03,2026,2,February,8,Tuesday,False,Morning
438,26AL00053,3,02/03/2026 07:51 AM,2026-02-03 07:51:00,02/03/2026 09:28 AM,Assisted an outside law enforcement agency with an investigation,N 7TH AVE,2026-02-18 21:43:32,2026-02-03,2026,2,February,7,Tuesday,False,Morning
439,PSHI-2026-02-I-133357,2,02/03/2026 05:49 AM,1945-09-02 17:38:00,,Assisted clinical staff with an agitated patient.,Hershey - Dispatched To: HMC - Main Hospital - 4 - Neuro > HMC - Main Hospital - 4 - Neuro,2026-02-18 21:43:32,1945-09-02,1945,9,September,17,Sunday,True,Evening
440,26AB00040,2,02/03/2026 03:50 AM,2026-02-03 03:40:00,02/03/2026 03:45 AM,Employee reported a fire alarm activation,LIONS GATE AT PENN STATE ABINGTON,2026-02-18 21:43:32,2026-02-03,2026,2,February,3,Tuesday,False,Late Night
441,26UP00550,1,02/03/2026 01:51 AM,2026-02-03 01:51:00,02/03/2026 02:45 AM,Underage students observed highly intoxicated,MARTIN HALL,2026-02-18 21:43:32,2026-02-03,2026,2,February,1,Tuesday,False,Late Night
442,26UP00546,1,02/02/2026 11:31 PM,2026-02-02 23:31:00,02/02/2026 11:53 PM,Student observed highly intoxicated and transported to the hospital,BEAVER HALL,2026-02-18 21:43:32,2026-02-02,2026,2,February,23,Monday,False,Late Night
443,PSHI-2026-02-I-133352,2,02/02/2026 10:28 PM,2026-02-02 18:54:00,,Team deescalation plan for agitated patient.,Hershey - Dispatched To: HMC - Main Hospital - 6 - MIMCU > HMC - Main Hospital - 6 - MIMCU,2026-02-18 21:43:32,2026-02-02,2026,2,February,18,Monday,False,Evening
444,26UP00539,1,02/02/2026 10:03 PM,2026-02-02 21:20:00,02/02/2026 10:20 PM,Student requested assistance with a civil matter,NITTANY APT,2026-02-18 21:43:32,2026-02-02,2026,2,February,21,Monday,False,Evening
445,PSHI-2026-02-I-133348,2,02/02/2026 10:02 PM,2026-02-02 18:17:00,,Assisted clinical staff with an agitated visitor and patient.,Hershey - Dispatched To: HMC - Main Hospital > HMC - Main Hospital,2026-02-18 21:43:32,2026-02-02,2026,2,February,18,Monday,False,Evening
446,PSHI-2026-02-I-133345,2,02/02/2026 08:23 PM,2026-02-02 20:00:00,,Assisted clinical staff with an agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32,2026-02-02,2026,2,February,20,Monday,False,Evening
447,26AL00052,3,02/02/2026 08:06 PM,2026-02-02 20:06:00,02/02/2026 08:23 PM,Employee reported an alarm activation,KAZMAIER FAMILY BLDG,2026-02-18 21:43:32,2026-02-02,2026,2,February,20,Monday,False,Evening
448,26UP00537,1,02/02/2026 07:53 PM,2026-02-01 10:45:00,02/01/2026 11:48 AM,Visitor reported disorderly persons,PEGULA ICE ARENA,2026-02-18 21:43:32,2026-02-01,2026,2,February,10,Sunday,True,Morning
449,26UP00536,1,02/02/2026 06:38 PM,2026-02-02 17:30:00,02/02/2026 06:30 PM,Student reported being harassed,INTRAMURAL BLDG,2026-02-18 21:43:32,2026-02-02,2026,2,February,17,Monday,False,Evening
450,26UP00535,1,02/02/2026 06:08 PM,2026-02-02 18:08:00,02/02/2026 06:29 PM,Assisted the fire department with a reported fire alarm activation,BEAVER STADIUM,2026-02-18 21:43:32,2026-02-02,2026,2,February,18,Monday,False,Evening
452,PSHI-2026-02-I-133342,2,02/02/2026 05:28 PM,2026-02-02 11:20:00,,Property related matter.,Hershey - Dispatched To: HMC - Parking Lot - Lot H > HMC - Parking Lot - Lot H,2026-02-18 21:43:32,2026-02-02,2026,2,February,11,Monday,False,Morning
453,PSHI-2026-02-I-133341,2,02/02/2026 05:28 PM,2026-02-03 11:00:00,,Assisted law enforcement with access to a patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32,2026-02-03,2026,2,February,11,Tuesday,False,Morning
454,PSHI-2026-02-I-133343,2,02/02/2026 05:28 PM,2026-02-02 16:51:00,,Assisted clinical staff with an agitated patient.,Hershey - Dispatched To: HMC - Emergency Department > HMC - Emergency Department,2026-02-18 21:43:32,2026-02-02,2026,2,February,16,Monday,False,Afternoon
455,PSHI-2026-02-I-133340,2,02/02/2026 04:48 PM,2026-02-02 15:20:00,,Assisted clinical staff with a visitor issue.,Hershey - Dispatched To: HMC - Main Hospital - 2 - South PACU > HMC - Main Hospital - 2 - South PACU,2026-02-18 21:43:32,2026-02-02,2026,2,February,15,Monday,False,Afternoon
456,26UP00533,1,02/02/2026 04:42 PM,2026-02-02 16:42:00,02/02/2026 04:45 PM,Assisted an outside law enforcement agency with an investigation,EARLYSTOWN RD,2026-02-18 21:43:32,2026-02-02,2026,2,February,16,Monday,False,Afternoon
457,PSHI-2026-02-I-133338,2,02/02/2026 03:15 PM,2026-02-02 14:20:00,,Assisted clinical staff with an agitated visitor issue.,Hershey - Dispatched To: HMC - UPC-2 - 3 - Surgery Specialties > HMC - UPC-2 - 3 - Surgery Specialties,2026-02-18 21:43:32,2026-02-02,2026,2,February,14,Monday,False,Afternoon
458,26UP00532,1,02/02/2026 02:52 PM,2022-09-02 14:52:00,05/02/2023 02:52 PM,Assisted an outside law enforcement agency with an investigation,UNIVERSITY SUPPORT BLDG I,2026-02-18 21:43:32,2022-09-02,2022,9,September,14,Friday,False,Afternoon
